8.466699044511187544e-03,1.321726532936096277e+01,1.303138677030801773e-02,1.583319157361984253e-01,3.750000000000000078e-04
1.477094690082594690e-02,1.213542586565017700e+01,1.690928824245929718e-02,1.524854749441146851e-01,5.000000000000000104e-04
1.929345659445971112e-02,1.173496026515960722e+01,2.256763353943824768e-02,1.382320374250411987e-01,5.000000000000000104e-04
7.141552583780139130e-02,1.045024557232856743e+01,1.213485226035118103e-01,9.155910462141036987e-02,5.000000000000000104e-04
1.478463346790522270e-01,9.338176019191742228e+00,1.704782396554946899e-01,8.540894091129302979e-02,5.000000000000000104e-04
1.881601518578827348e-01,8.926464209556579377e+00,2.054396271705627441e-01,8.049722015857696533e-02,5.000000000000000104e-04
2.172775831073522623e-01,8.658800511360167818e+00,2.278098165988922119e-01,7.808739691972732544e-02,5.000000000000000104e-04
2.374330021999776497e-01,8.482775622606277821e+00,2.465239167213439941e-01,7.601257413625717163e-02,5.000000000000000104e-04
2.548802677914500103e-01,8.332240719795226624e+00,2.630363106727600098e-01,7.500952482223510742e-02,5.000000000000000104e-04
2.691683044470846720e-01,8.220289095044135408e+00,2.769711911678314209e-01,7.401981204748153687e-02,5.000000000000000104e-04
2.821015562675893151e-01,8.112400848865508607e+00,2.849286496639251709e-01,7.340272516012191772e-02,5.000000000000000104e-04
2.917012625932693393e-01,8.037730484008788423e+00,2.944726049900054932e-01,7.277291268110275269e-02,5.000000000000000104e-04
3.022848074883222602e-01,7.957468804717064081e+00,3.030606806278228760e-01,7.199846208095550537e-02,5.000000000000000104e-04
3.091675711423158557e-01,7.899439341425895655e+00,3.121957778930664062e-01,7.165411859750747681e-02,5.000000000000000104e-04
3.174601983278989570e-01,7.841868671178818140e+00,3.197427093982696533e-01,7.089944928884506226e-02,5.000000000000000104e-04
3.239686936885118329e-01,7.783668083548545447e+00,3.246895968914031982e-01,7.067807763814926147e-02,5.000000000000000104e-04
3.300244069844484596e-01,7.745851978659629822e+00,3.286541700363159180e-01,7.014799863100051880e-02,5.000000000000000104e-04
3.350257251411676296e-01,7.691689373850822520e+00,3.356013298034667969e-01,6.963091343641281128e-02,5.000000000000000104e-04
3.395398848131299108e-01,7.658222954273224303e+00,3.382632434368133545e-01,6.968843936920166016e-02,5.000000000000000104e-04
3.435187426209449502e-01,7.636268231868744039e+00,3.432957231998443604e-01,6.948730349540710449e-02,5.000000000000000104e-04
3.483292407914996280e-01,7.600080244541167929e+00,3.481602370738983154e-01,6.899499148130416870e-02,5.000000000000000104e-04
3.521980385854840412e-01,7.565987141728401255e+00,3.491263985633850098e-01,6.860373169183731079e-02,5.000000000000000104e-04
3.555725505203008452e-01,7.539378749728203211e+00,3.534978330135345459e-01,6.858652085065841675e-02,5.000000000000000104e-04
3.583961833268404229e-01,7.516750197410583922e+00,3.568696975708007812e-01,6.834129244089126587e-02,5.000000000000000104e-04
3.619881267100572564e-01,7.493721840381621924e+00,3.598294258117675781e-01,6.825174391269683838e-02,5.000000000000000104e-04
3.641347092017531151e-01,7.473562338948250172e+00,3.631761670112609863e-01,6.809658557176589966e-02,5.000000000000000104e-04
